fecha,producto,sku,precio_farmacity,lista_farmacity,precio_farmaplus,lista_farmaplus,precio_selma,lista_selma,precio_central_oeste,lista_central_oeste,precio_farmaonline,lista_farmaonline
2026-06-02,Eximia Hyalu Sensitive Gel Crema Facial 50 g,7798178624403.0,,,43200.0,48000.0,,,48000.0,,,
2026-06-02,Cepage Atophen Sensitive Emulsión 40 ml,7798178624328.0,38500.0,,34650.0,38500.0,,,38500.0,,,
2026-06-02,Eucerin Aquaphor Reparador de Labios SOS 10 ml,4005800268731.0,41947.0,,37752.0,41947.0,41947.0,,41950.0,,33557.59,41946.99
2026-06-02,Eucerin Sun Pigment Control FPS 50 50 ml,4005800241901.0,80837.0,,68311.0,75901.0,,,75900.0,,80834.3,
2026-06-02,Rayito de Sol Protector Solar Facial FPS 50 50 g,7796045102672.0,19539.0,,,,,,17500.0,,19538.1,
2026-06-02,Tortulán Crema Antiarrugas Contorno de Ojos 15 g,7796045750040.0,11324.0,,10294.0,,,,7600.0,9500.0,8492.78,11323.7
2026-06-02,Tortulán Physiologyque Serum Reparación Intensiva 30 ml,7796045750118.0,16288.0,,11105.0,14807.0,,,9650.2,13786.0,,
2026-06-02,Neutrogena Deep Clean Intensive Gel de Limpieza Facial Grapefruit 150 g,7891010972226.0,10295.0,,9368.0,,,,10300.0,,11212.31,
2026-06-02,Neutrogena Hydro Boost Water Gel 50 g,7891010882983.0,24961.0,31201.0,,,,,25200.0,31500.0,31200.78,
2026-06-02,Bagóvit A Emulsión Nutritiva Humectante 350 g,7790375267285.0,23365.0,,21634.0,,21634.0,,19700.0,,23365.0,
2026-06-02,Bagóvit Pro Bio Anti-Manchas FPS 40 Crema Facial 50 ml,7790375269357.0,18700.0,37401.0,34630.0,,,,33200.0,,34629.55,
2026-06-02,Avène Cicalfate Crema Reparadora 40 ml,7799075001380.0,45000.0,,40500.0,45000.0,,,45000.0,,45000.0,
2026-06-02,Aveno Emulsión Corporal Pieles Sensibles 400 ml,7793742004391.0,39616.0,52822.0,39616.0,52822.0,41146.0,54881.78,36899.8,52714.0,54881.78,
2026-06-02,A-Derma Exomega Control Crema Emoliente 400 ml,7798095419724.0,15546.0,25910.0,79200.0,88000.0,,,88000.0,,88000.0,
2026-06-02,Elvive Dream Liso Serum 100 ml,7509552979558.0,18990.0,,19990.0,,,,13000.2,21667.0,9995.0,19990.0
2026-06-02,Maybelline Lash Sensational Sky High Waterproof 7.2 ml,41554590500.0,32893.0,46990.0,,,,,32893.0,46990.0,32893.0,46990.0
2026-06-02,L'Oréal Paris Revitalift Retinol Día 50 ml,7509552898255.0,48990.0,,48990.0,,,,54000.0,,48990.0,
2026-06-02,Dove Sérum Corporal Tono Uniforme Niacinamida 400 ml,7506306252875.0,15546.0,25910.0,,,,,15500.4,25834.0,,
2026-06-02,AMPK Creatina HCL Ultra Concentrada 60 cápsulas,,34825.0,49750.0,,,37240.0,53200.0,37240.0,53200.0,37240.0,53200.0
2026-06-02,Ultraflex Gluco Colágeno Hidrolizado 15 sobres,7795371459672.0,19876.0,26501.0,27500.0,,24200.0,27500.0,27500.0,,29700.0,
2026-06-02,ENA Creatina Monohidrato Micronizada 300 g,7792981010026.0,40000.0,,30000.0,40000.0,30900.0,40000.0,28000.0,40000.0,32000.0,40000.0
2026-06-02,Cetaphil Crema Hidratante 453 g,3466320012838.0,43644.0,62349.0,40412.0,57731.0,,,40425.0,57750.0,62349.42,
2026-06-02,Cetaphil Limpiador Crema Espuma Hidratante 473 ml,3499320015615.0,38781.0,55402.0,32263.0,46090.0,,,35909.99,51299.99,38781.4,55402.0
